Time;Frequency (Hz)1;Frequency (Hz)2;Frequency (Hz)3;Frequency (Hz)4;Frequency (Hz)5;Temp. sample ( C);Temp. (2e reading) ( C)
52255.9297;;99.483;;;;69.0;69.0
52315.9023;;65.7276;;;;69.0;69.0
52376.0547;;78.896;;;;68.0;68.0
52435.9883;;78.7646;;;;68.0;68.0
52496.1641;;77.5649;;;;68.0;68.0
52556.2461;;97.809;;;;67.0;67.0
52616.2266;;100.043;;;;67.0;67.0
52736.2695;;100.37;;;;66.0;66.0
52796.4414;;77.979;;;;66.0;66.0
52916.5078;;99.0167;;;;65.0;65.0
53096.6055;;109.554;;;;64.0;64.0
53156.625;;78.9759;;;;64.0;64.0
53276.8164;;77.9825;;;;63.0;63.0
53396.793;;101.056;;;;63.0;63.0
53636.9922;;99.6796;;;;62.0;62.0
53877.3164;;77.6414;;;;60.0;60.0
53997.3398;;99.9029;;;;60.0;60.0
54237.4727;;64.0958;;;;59.0;59.0
54297.6758;;63.3602;;;;58.0;58.0
54357.7539;;63.8825;;;;58.0;58.0
54417.6992;;58.8028;;;;58.0;58.0
54477.7187;;65.0299;;;;57.0;57.0
54537.8633;;64.4027;;;;57.0;57.0
54597.9102;;62.8687;;;;57.0;57.0
54657.8945;;60.5752;;;;57.0;57.0
54717.8828;;55.5304;;;;56.0;56.0
54778.0898;;65.2013;;;;56.0;56.0
54838.0547;;64.1604;;;;56.0;56.0
54898.0859;;77.5976;;;;56.0;56.0
54958.2422;;65.5661;;;;56.0;56.0
55018.2148;;65.6282;;;;55.0;55.0
55078.1641;;65.8696;;;;55.0;55.0
55138.3398;;64.2423;;;;54.0;54.0
55258.375;;77.0305;;;;54.0;54.0
55318.3828;;65.1885;;;;54.0;54.0
55378.5352;;78.2843;;;;54.0;54.0
55438.5664;;64.4628;;;;54.0;54.0
55498.6016;;78.3226;;;;53.0;53.0
55558.5781;;65.298;;;;53.0;53.0
55618.7617;;78.1217;;;;53.0;53.0
55678.793;;65.1929;;;;53.0;53.0
55738.7695;;80.7523;;;;53.0;53.0
55858.8164;;98.5229;;;;52.0;52.0
55918.9531;;80.2471;;;;51.0;51.0
55978.9922;;79.603;;;;51.0;51.0
56099.0625;;96.7369;;;;51.0;51.0
56159.207;;97.0833;;;;51.0;51.0
56219.2187;;80.4511;;;;51.0;51.0
56279.2266;;81.4746;;;;50.0;50.0
56339.207;;80.8748;;;;50.0;50.0
56399.3984;;82.4089;;;;50.0;50.0
56459.4492;;98.2837;;;;50.0;50.0
56519.457;;82.2708;;;;50.0;50.0
56579.5781;;104.528;;;;50.0;50.0
56639.5625;;77.3603;;;;49.0;49.0
56699.5586;;76.6647;;;;49.0;49.0
56759.7422;;64.6339;;;;49.0;49.0
56819.7617;;78.403;;;;48.0;48.0
56879.8125;;97.742;;;;48.0;48.0
56939.7773;;80.4123;;;;48.0;48.0
56999.8242;;94.0768;;;;48.0;48.0
57120.043;;81.8074;;;;48.0;48.0
57180.0898;;77.0061;;;;47.0;47.0
57240.0937;;63.7664;;;;47.0;47.0
57300.0469;;77.6568;;;;47.0;47.0
57360.2266;;80.9809;;;;47.0;47.0
57480.1562;;62.8371;;;;46.0;46.0
57720.3594;;98.9974;;;;46.0;46.0
57840.4687;;76.2752;;;;45.0;45.0
57960.5586;;76.4902;;;;45.0;45.0
58140.7773;;78.716;;;;44.0;44.0
58200.9531;;95.6583;;;;45.0;45.0
58260.8828;;76.3609;;;;44.0;44.0
58320.9453;;95.7178;;;;44.0;44.0
58381.1055;;64.2085;;;;44.0;44.0
58441.1211;;62.1945;;;;44.0;44.0
58501.0703;;97.9647;;;;43.0;43.0
58561.0781;;64.3891;;;;43.0;43.0
58621.2852;;77.4749;;;;43.0;43.0
58681.3008;;77.7055;;;;43.0;43.0
59101.5625;;;78.9828;;;42.0;42.0
59281.7695;;;78.5167;;;42.0;42.0
59401.9922;;74.5758;;;;41.0;41.0
59461.9727;;77.8332;;;;41.0;41.0
59522.0625;;76.2968;;;;41.0;41.0
59581.9883;;93.9918;;;;41.0;41.0
59642.0781;;97.8715;;;;40.0;40.0
59702.2305;;99.3423;;;;40.0;40.0
59762.1602;;;73.502;;;41.0;41.0
59882.3516;;75.363;;;;40.0;40.0
59942.3477;;64.0249;;;;40.0;40.0
60002.3398;;63.8091;;;;40.0;40.0
60062.5391;;63.567;;;;40.0;40.0
60122.5273;;63.7478;;;;39.0;39.0
60182.4961;;63.3196;;;;39.0;39.0
60242.6836;;63.0402;;;;39.0;39.0
60302.7227;;63.259;;;;39.0;39.0
60362.707;;62.4895;;;;39.0;39.0
60422.7305;;63.0435;;;;39.0;39.0
60482.8945;;79.8189;;;;39.0;39.0
60542.9219;;97.9809;;;;38.0;38.0
60602.9531;;97.5259;;;;38.0;38.0
60662.9766;;98.2584;;;;38.0;38.0
60722.9258;;63.0106;;;;38.0;38.0
60783.0039;;74.0582;;;;38.0;38.0
60843.0898;;74.175;;;;38.0;38.0
60963.2695;;77.3118;;;;38.0;38.0
61023.3516;;76.3147;;;;38.0;38.0
61083.3477;;74.6275;;;;37.0;37.0
61143.2852;;80.6725;;;;37.0;37.0
61203.457;;76.4898;;;;37.0;37.0
61323.4531;;74.9884;;;;37.0;37.0
61383.6445;;77.6618;;;;37.0;37.0
61503.6406;;61.54;;;;36.0;36.0
61563.6406;;95.3033;;;;37.0;37.0
61623.8594;;95.6938;;;;36.0;36.0
61683.8672;;75.376;;;;36.0;36.0
61743.8437;;73.8358;;;;36.0;36.0
61803.8633;;74.8226;;;;36.0;36.0
61984.0742;;95.9159;;;;35.0;35.0
62224.1992;;80.9486;;;;35.0;35.0
62704.5898;;79.59;;;;35.0;35.0
62764.7773;;95.0782;;;;34.0;34.0
62884.8789;;78.3386;;;;34.0;34.0
62944.8359;;93.5667;;;;34.0;34.0
63064.9219;;75.1904;;;;34.0;34.0
63124.9609;;94.9825;;;;34.0;34.0
63185.0703;;75.9953;;;;34.0;34.0
63365.2969;;71.4419;;;;33.0;33.0
63425.3398;;79.1254;;;;33.0;33.0
63485.3398;;94.7517;;;;33.0;33.0
63545.2969;;62.5875;;;;33.0;33.0
63605.3398;;58.0696;;;;33.0;33.0
63905.6836;;61.4421;;;;33.0;33.0
63965.6992;;82.8635;;;;33.0;33.0
64205.8984;;74.0459;;;;32.0;32.0
64266.0391;;96.7442;;;;32.0;32.0
64326.0547;;70.096;;;;32.0;32.0
64446.2031;;62.1709;;;;32.0;32.0
64506.1992;;76.2725;;;;32.0;32.0
64566.1914;;77.4368;;;;32.0;32.0
64626.2031;;97.476;;;;32.0;32.0
64746.3008;;96.9213;;;;31.0;31.0
65166.6641;;78.1586;;;;31.0;31.0
65466.9805;;78.0107;;;;31.0;31.0
65887.2891;;83.7871;;;;30.0;30.0
67148.2891;;74.2827;;;;29.0;29.0
67328.4531;;82.3484;;;;29.0;29.0
67508.6016;;93.9469;;;;29.0;29.0
67688.7656;;72.5899;;;;29.0;29.0
68169.1797;;93.6096;;;;28.0;28.0
70451.0156;;79.301;;;;26.0;26.0
70511.2187;;77.2208;;;;26.0;26.0
71592.1094;;65.6349;;;;25.0;25.0
71832.2734;;81.6599;;;;25.0;25.0
72432.6641;;96.5714;;;;25.0;25.0
73453.6953;;78.7566;;;;25.0;25.0
74954.9219;;92.5174;;;;24.0;24.0
75195.0703;;94.2836;;;;24.0;24.0
