Time;Frequency (Hz)1;Frequency (Hz)2;Frequency (Hz)3;Frequency (Hz)4;Frequency (Hz)5;Temp. sample ( C);Temp. (2e reading) ( C)
34000.7539;10696.7;;;;;406;406
34060.7852;10694.7;79.4077;;;;403;403
34120.7148;10695.7;85.7959;6269.3;;;401;401
34180.8789;10681.4;6216.21;;;;398;398
34240.8945;10673.5;;;;;396;396
34300.875;10673;;;;;394;394
34360.8555;10679.3;83.0917;;;;391;391
34421.0273;10683.1;80.4165;;;;389;389
34481.0352;10678.3;80.0326;;;;387;387
34541.043;10676.5;80.3392;;;;384;384
34601.2344;10673;;;;;382;382
34661.2578;10661.6;;;;;380;380
34721.2734;10667.6;;;;;377;377
34781.2812;10656.2;;;;;375;375
34841.2734;10661.7;83.2483;;;;373;373
34901.4844;10661.4;;;;;371;371
34961.5039;10655.4;;;;;368;368
35021.4844;10648.1;6251.95;;;;366;366
35081.457;10656.2;83.7262;;;;364;364
35141.6602;10651.7;;;;;362;362
35201.6641;10640.9;;;;;360;360
35261.6641;10645.9;85.8523;;;;358;358
35321.6836;10637.4;;;;;355;355
35381.8477;10630.9;80.7214;;;;353;353
35441.8555;10626;;;;;351;351
35501.8437;10625.9;84.2407;;;;349;349
35561.8594;10622.4;;;;;347;347
35622.0508;10619.3;84.9994;;;;345;345
35682.0469;10616.8;80.1644;;;;343;343
35742.2031;10611.5;86.2371;278.622;;;341;341
35802.2461;10609.7;86.4032;277.279;;;339;339
35862.2422;10596.3;;;;;337;337
35922.2383;10591.5;80.4959;284.399;;;335;335
35982.3906;10588.2;;;;;333;333
36042.3516;10651.8;85.9166;281.793;;;331;331
36102.4141;10584.6;;;;;329;329
36162.3906;10585.6;6120.78;;;;327;327
36222.5664;10579.9;;;;;325;325
36282.5664;10568.3;6149.29;;;;323;323
36342.6562;10585.9;;;;;321;321
36402.7422;10583.9;;;;;319;319
36462.7695;10598.7;6097.2;;;;317;317
36522.7656;10598.2;6058.25;;;;315;315
36582.7344;10739.3;80.3431;8890.17;;;314;314
36642.9375;10618.2;6095.65;;;;312;312
36702.9805;10764.1;10770.1;;;;310;310
36762.957;10762.2;80.4038;;;;308;308
36822.9102;10641.9;;;;;306;306
36883.0937;10772.2;86.1928;;;;304;304
36943.1523;10782.2;81.8322;;;;302;302
37003.1758;10791.1;83.6336;9415.09;;;301;301
37063.1602;10728.4;81.9441;;;;299;299
37123.3477;10744.9;89.2941;;;;297;297
37183.3828;10739.1;;;;;295;295
37243.3828;10740.5;;;;;294;294
37303.5;10754.4;;;;;292;292
37363.5195;10759.4;6034;;;;290;290
37423.4961;10780.6;88.4816;;;;288;288
37483.457;10777.7;88.2123;;;;286;286
37543.6367;10770.9;;;;;285;285
37603.6523;10786.7;79.8057;;;;283;283
37663.6211;10792.5;79.5602;;;;281;281
37723.8164;10798.2;88.8573;;;;280;280
37783.8359;10809.9;87.9167;;;;278;278
37843.8047;10807.8;;;;;276;276
37904.0039;10820;82.9116;;;;275;275
37964.0312;10815.7;82.868;5980.44;;;273;273
38024.0156;10824.8;86.6876;;;;271;271
38083.9805;10820;82.803;;;;270;270
38144.1758;10824.5;79.998;1757.72;;;268;268
38204.1875;10825.7;82.8652;;;;266;266
38264.1914;10823.8;83.2964;;;;265;265
38324.1797;10825.4;82.8977;;;;264;264
38384.3555;10826.7;82.7773;;;;262;262
38444.3906;10823.6;83.7676;;;;260;260
38504.3633;10825.1;83.9191;;;;259;259
38564.3555;10823.2;83.179;;;;257;257
38624.5312;10821.8;83.6075;;;;255;255
38684.5508;10817.3;83.2163;1760.02;;;254;254
38744.5195;10816.2;82.7445;;;;253;253
38804.707;10832;88.881;;;;251;251
38864.7812;10811.5;83.5216;;;;250;250
38924.7617;10824.9;89.822;;;;248;248
38984.7305;10814.5;1748.33;;;;247;247
39044.9023;10819.3;85.3957;1737.32;;;245;245
39104.9102;10816;86.884;;;;243;243
39164.9336;10807.8;;;;;242;242
39224.9141;10806.3;;;;;241;241
39285.0977;10808.5;;;;;239;239
39345.1367;10803.3;;;;;238;238
39405.125;10807.3;86.177;;;;236;236
39465.1523;10802;;;;;235;235
39525.3047;10811.5;;;;;233;233
39585.3203;10817.1;;;;;232;232
39645.3242;10799.6;85.4019;;;;230;230
39705.3359;10802.7;89.6077;1741.63;;;229;229
39765.5078;10809;90.3277;;;;228;228
39825.5508;10803.5;89.6367;;;;226;226
39885.5195;10806.7;77.9562;;;;225;225
39945.6875;10810.6;78.4048;1690.2;;;224;224
40005.7109;10843.1;81.1016;;;;222;222
40065.7109;10817.1;89.9225;;;;221;221
40125.6875;10819.1;89.0098;;;;220;220
40185.875;10857.1;76.958;;;;218;218
40245.9297;10870.1;88.2324;;;;217;217
40305.8711;10821.6;89.5791;;;;216;216
40365.8633;10847.6;121.41;1702.68;;;215;215
40426.0352;10859.9;10938.7;92.3909;;;213;213
40486.0781;10861.6;81.391;;;;212;212
40546.0273;10877.6;;;;;211;211
40606.2383;10875.4;92.2841;;;;209;209
40666.2422;10810;;;;;209;209
40726.2344;10881.3;92.1103;;;;207;207
40786.3828;10870;;;;;206;206
40846.4258;10880.7;99.793;;;;205;205
40906.4258;10881;80.5347;;;;203;203
40966.4219;10877.8;80.7678;;;;202;202
41026.5859;10879.5;82.1807;;;;201;201
41086.625;10884.8;10885.8;82.6395;;;200;200
41146.6406;10867.5;97.9267;;;;198;198
41206.5937;10858.9;81.384;;;;197;197
41266.7617;10865.1;81.4384;;;;196;196
41326.7773;10872.5;99.3917;;;;195;195
41386.7578;10869.8;97.7516;;;;194;194
41446.7734;10864;81.3357;;;;193;193
41506.9766;10880.7;76.4772;;;;191;191
41566.9805;10868.4;82.1719;;;;190;190
41627;10875.2;81.7991;;;;189;189
41687.1523;10882.8;76.8045;;;;188;188
41747.1562;10883.7;76.485;1668.71;;;187;187
41807.1289;10884.5;76.2878;;;;186;186
41867.3008;10886.6;76.1801;;;;185;185
41927.332;10887.8;76.5746;1684.47;;;184;184
41987.2734;10887.4;76.197;1662.91;;;183;183
42047.2695;10889.1;76.4519;;;;182;182
42107.457;10891.1;76.1598;;;;180;180
42167.5195;10896.7;76.799;1680.43;;;179;179
42227.4844;10897.1;75.7401;1669.16;;;178;178
42287.4648;10898.7;76.3078;;;;177;177
42347.6172;10896.7;76.1612;1674.27;;;176;176
42407.6719;10897.5;76.4659;1644.47;;;175;175
42467.6602;10897;75.1984;1667.51;;;174;174
42527.6641;10896.5;78.714;1662.7;;;173;173
42587.8711;10906.5;76.7059;5054.87;;;172;172
42647.8477;10906.2;78.9998;;;;171;171
42707.8477;10901.6;78.7263;;;;170;170
42768.0508;10907.7;79.6811;;;;169;169
42828.043;10911.6;80.0284;;;;168;168
42888.0469;10907;79.4708;;;;167;167
42948.0117;10911.1;76.1844;;;;166;166
43008.1875;10911.2;77.6638;;;;165;165
43068.1992;10909.2;77.0158;;;;164;164
43128.1992;10915.6;74.0347;;;;163;163
43188.3711;10923.5;61.8941;;;;162;162
43248.4492;10920.2;98.5683;;;;161;161
43308.4648;10914.2;97.6761;;;;160;160
43368.4336;10914.9;97.2105;;;;159;159
43428.4336;10911.9;98.3056;;;;158;158
43488.6406;10910.9;98.0705;;;;157;157
43548.6133;10914.7;63.2607;1659.89;;;156;156
43608.625;10912.1;73.3576;;;;155;155
43668.6484;10914.1;77.1554;;;;154;154
43728.8477;10911.1;76.5363;;;;153;153
43788.8789;10911.2;76.4492;;;;153;153
43848.8555;10915.3;74.7592;;;;152;152
43908.8789;10912.8;75.3725;;;;151;151
43968.9102;10906.2;75.2524;;;;150;150
44029.0781;10905.2;76.1087;;;;149;149
44089.0937;10902.8;75.6777;;;;148;148
44149.0937;10910;74.7442;;;;147;147
44209.0898;10905.2;99.57;;;;146;146
44269.2695;10901.6;97.5729;;;;145;145
44329.2969;10932.1;70.5754;;;;144;144
44389.2656;10904.7;68.9664;;;;144;144
44449.2734;10899.5;96.1579;;;;143;143
44509.4883;10917.1;10915.9;73.4196;;;142;142
44569.4922;10919.2;74.3227;;;;141;141
44629.4844;10919.2;70.7133;10934.8;;;140;140
44689.4727;10925.4;75.206;;;;139;139
44749.668;10917.9;97.3554;1630.32;;;139;139
44809.7148;10921.3;76.7366;;;;138;138
44869.668;10947.9;94.2367;1619.78;;;137;137
44929.6836;10943.2;73.896;;;;136;136
44989.8516;10936.5;75.2385;;;;135;135
45049.832;10908.5;80.8428;;;;135;135
45109.8789;10916.7;10956.6;80.1071;;;134;134
45169.8945;10933.9;77.6477;;;;133;133
45230.043;10920.8;79.0965;;;;132;132
45290.0625;10929.7;78.3629;;;;131;131
45350.0625;10937.7;78.6521;;;;131;131
45410.1562;10908.3;10956.4;77.7315;;;130;130
45470.1445;10913;10946.8;76.4928;;;129;129
45530.207;10915.7;105.871;;;;128;128
45590.207;10917.9;10960.8;86.4545;;;128;128
45650.4375;10919.3;10958.4;;;;127;127
45710.4414;10926.2;76.3489;;;;126;126
45770.4492;10924.3;88.3009;;;;125;125
45830.4219;10920.9;75.641;;;;125;125
45890.5859;10953.6;75.9785;;;;124;124
45950.6172;10960.4;76.3048;;;;123;123
46010.6406;10930.7;86.4282;;;;123;123
46070.6172;10929.8;86.6013;;;;122;122
46130.8242;10930.7;88.0381;;;;121;121
46190.8828;10930;87.9165;;;;120;120
46250.9219;10931.3;108.332;;;;120;120
46310.9258;10932.4;89.6857;;;;119;119
46370.8945;10953.4;75.7814;;;;118;118
46431.0781;10955.2;76.0718;;;;118;118
46491.0625;10959;76.3313;;;;117;117
46551.0352;10950.9;89.6345;;;;117;117
46611.0703;10964.1;75.2282;;;;116;116
46671.3047;10964;76.1234;;;;115;115
46731.2812;10941;91.6052;;;;114;114
46791.2734;10963.6;76.4792;;;;114;114
46851.2773;10965.9;76.8122;;;;113;113
46911.4922;10961;76.1765;;;;112;112
46971.5273;10940.6;76.9262;;;;112;112
47031.4766;10955.3;76.4224;;;;111;111
47091.457;10958.3;76.7545;;;;110;110
47151.6289;10955;77.2103;;;;110;110
47211.6602;10961.1;76.5781;;;;109;109
47271.6406;10963.8;76.1499;;;;109;109
47331.6562;10954.4;62.6768;;;;108;108
47391.8164;10969.2;69.5532;;;;108;108
47451.8242;10967;64.042;;;;107;107
47511.8164;10964.4;10980.4;75.8204;;;106;106
47571.9883;10961.6;63.7136;;;;105;105
47632.0664;10955.8;63.7404;;;;105;105
47692.0625;10958.7;62.7558;;;;104;104
47752.0664;10960.3;67.8181;;;;104;104
47812.0586;10955.6;62.6838;;;;103;103
47872.2461;10953.6;62.801;;;;103;103
47932.2852;10956.4;63.6025;;;;102;102
47992.2461;10965.4;67.7936;;;;101;101
48052.4414;10973.6;64.256;;;;101;101
48112.4609;10976.4;64.6017;;;;100;100
48172.4648;10994.7;68.105;;;;100;100
48232.4258;10996.2;64.1074;;;;99;99
48292.6367;10996.2;68.8068;;;;98;98
48352.6562;10998.1;75.9881;;;;98;98
48412.6406;11001.7;64.3538;;;;98;98
48472.6406;10954.4;64.3269;;;;97;97
48532.6953;10951.8;76.1605;;;;96;96
48592.9258;10946;76.342;;;;96;96
48652.8867;11007.3;76.8942;;;;95;95
48712.9492;10948.5;76.7445;;;;95;95
48773.0977;10951.1;76.588;;;;94;94
48833.125;10948.1;75.8919;;;;94;94
48893.0898;10949.6;68.5689;;;;93;93
48953.1133;10952.3;76.6396;;;;93;93
49013.2656;10954.9;76.2944;;;;92;92
49073.2734;10954.6;75.7778;;;;92;92
49133.2734;10959.5;75.9785;1565.33;;;91;91
49193.4453;10954.7;76.1918;;;;91;91
49253.4492;10957.3;64.9795;;;;90;90
49313.4414;10957.1;77.3874;;;;90;90
49373.4609;10957.6;76.896;;;;89;89
49433.6367;10961.4;64.086;;;;89;89
49493.625;10971.7;64.0621;;;;88;88
49553.6367;10956.4;77.5407;;;;88;88
49613.6172;10959.2;70.6024;;;;87;87
49673.8086;10954.3;69.8999;1556.52;;;86;86
49733.8086;10961.3;68.8551;;;;86;86
49793.793;10996.8;64.5787;1556.52;;;86;86
49853.8281;10986.5;57.5844;;;;85;85
49913.9805;10985.4;65.0016;;;;85;85
49973.9453;10981.8;64.6427;;;;84;84
50034.1562;10984.7;64.6684;;;;84;84
50094.1641;10983;65.8456;;;;84;84
50154.1289;10986.7;58.4145;;;;83;83
50214.3008;10976.6;65.2362;;;;83;83
50274.3281;10977.4;66.0121;;;;82;82
50334.3398;10979;65.4154;;;;82;82
50394.3516;10978;58.8932;;;;81;81
50454.3242;10985.2;63.6109;;;;81;81
50514.3672;10980.9;63.5494;;;;80;80
50574.5352;10978;63.4965;;;;80;80
50634.5273;10972.6;65.4116;;;;79;79
50694.5352;10979.3;65.8573;;;;79;79
50754.7227;10977.9;65.3819;;;;78;78
50814.7227;10981.1;65.4858;;;;78;78
50874.7227;10982;66.2932;;;;78;78
50934.7422;10979.9;66.1849;;;;77;77
50994.9414;10980.7;66.49;;;;77;77
51054.9375;10979.7;57.18;;;;77;77
51114.9453;10979.6;78.1505;2231.7;;;76;76
51174.9648;10973.1;67.0373;;;;76;76
51235.1211;10976.9;66.3339;;;;75;75
51295.1211;10974.5;66.1798;;;;75;75
51355.1133;10974.4;77.0274;;;;75;75
51415.1719;10976.5;77.8961;;;;74;74
51475.3437;10976.7;66.7504;;;;74;74
51535.3594;10975.8;78.0078;;;;73;73
51595.4062;10975.4;63.7013;;;;73;73
51655.3398;10975;65.7601;;;;73;73
51715.3672;10966.2;66.7456;;;;72;72
51775.5586;10963.3;66.1612;;;;72;72
51835.5586;10971.6;65.3951;;;;71;71
51895.6797;10970.3;77.6028;;;;71;71
51955.7305;10972.6;66.6101;;;;71;71
52015.7266;10969.8;77.9424;;;;70;70
52075.7187;10969.8;65.9861;;;;70;70
52135.7187;10977.4;66.5601;;;;70;70
52195.8281;10960.8;99.054;;;;69;69
52255.9297;10962.4;99.483;;;;69;69
52315.9023;10970.4;65.7276;;;;69;69
52376.0547;10972.4;78.896;;;;68;68
52435.9883;10971.4;78.7646;;;;68;68
52496.1641;10975.9;77.5649;;;;68;68
52556.2461;10957.7;97.809;;;;67;67
52616.2266;10955.6;100.043;;;;67;67
52676.2656;10949.8;;;;;66;66
52736.2695;10955.9;100.37;;;;66;66
52796.4414;10969;77.979;;;;66;66
52856.3242;10954.3;;;;;66;66
52916.5078;10950.3;99.0167;;;;65;65
52976.4805;10951.8;;;;;65;65
53036.4609;10958.1;;;;;65;65
53096.6055;10959.1;109.554;;;;64;64
53156.625;10962.4;78.9759;;;;64;64
53216.7773;10958.6;;;;;64;64
53276.8164;10959.2;77.9825;;;;63;63
53336.7773;10949.6;;;;;63;63
53396.793;10952.3;101.056;;;;63;63
53456.9609;10955.7;;;;;62;62
53516.9141;10944.4;;;;;62;62
53577.0469;10951.8;;;;;62;62
53636.9922;10950.7;99.6796;;;;62;62
53697.0977;10949;;;;;61;61
53757.1406;10946.4;2236.62;;;;61;61
53817.125;10938.6;2221.28;;;;60;60
53877.3164;10949.7;77.6414;2238.77;;;60;60
53937.3359;10951.3;;;;;60;60
53997.3398;10947.9;99.9029;;;;60;60
54057.5039;10942.7;;;;;59;59
54117.5234;10952;;;;;59;59
54177.5117;10954.9;;;;;59;59
54237.4727;10966.9;64.0958;10952.3;;;59;59
54297.6758;10966;63.3602;;;;58;58
54357.7539;10952.4;63.8825;;;;58;58
54417.6992;10965.3;58.8028;;;;58;58
54477.7187;10967.8;65.0299;;;;57;57
54537.8633;10965.5;64.4027;;;;57;57
54597.9102;10970.2;62.8687;;;;57;57
54657.8945;10969.9;60.5752;10954.4;;;57;57
54717.8828;10969.4;55.5304;;;;56;56
54778.0898;10972.5;65.2013;;;;56;56
54838.0547;10968.6;64.1604;;;;56;56
54898.0859;10952.1;77.5976;;;;56;56
54958.2422;10942.4;65.5661;;;;56;56
55018.2148;10947.1;65.6282;;;;55;55
55078.1641;10944.6;65.8696;;;;55;55
55138.3398;10946.1;64.2423;;;;54;54
55198.3594;10943.7;10944.9;;;;54;54
55258.375;10970.5;77.0305;;;;54;54
55318.3828;10944.9;65.1885;;;;54;54
55378.5352;10967.7;78.2843;;;;54;54
55438.5664;10974.3;64.4628;;;;54;54
55498.6016;10947.4;78.3226;;;;53;53
55558.5781;10946.5;65.298;;;;53;53
55618.7617;10973.9;78.1217;;;;53;53
55678.793;10968.9;65.1929;;;;53;53
55738.7695;10957;80.7523;;;;53;53
55798.9531;10954.6;8417.71;;;;53;53
55858.8164;10962.6;98.5229;;;;52;52
55918.9531;10967.9;80.2471;1528.55;;;51;51
55978.9922;10960.6;79.603;;;;51;51
56038.9766;10929.3;;;;;51;51
56099.0625;10926.8;96.7369;;;;51;51
56159.207;10939.9;97.0833;9098.58;;;51;51
56219.2187;10960.6;80.4511;;;;51;51
56279.2266;10961;81.4746;;;;50;50
56339.207;10958.2;80.8748;;;;50;50
56399.3984;10956.1;82.4089;;;;50;50
56459.4492;10959.1;98.2837;;;;50;50
56519.457;10954.8;82.2708;;;;50;50
56579.5781;10965;104.528;;;;50;50
56639.5625;10976.4;77.3603;;;;49;49
56699.5586;10960.5;76.6647;;;;49;49
56759.7422;10974.5;64.6339;;;;49;49
56819.7617;10950.6;78.403;;;;48;48
56879.8125;10947;97.742;;;;48;48
56939.7773;10953.6;80.4123;;;;48;48
56999.8242;10929.2;94.0768;;;;48;48
57059.8359;10947.8;;;;;48;48
57120.043;10949;81.8074;;;;48;48
57180.0898;10940.7;77.0061;;;;47;47
57240.0937;10943.3;63.7664;;;;47;47
57300.0469;10961.2;77.6568;;;;47;47
57360.2266;10949.2;80.9809;;;;47;47
57420.2773;10927.9;;;;;47;47
57480.1562;10983.9;62.8371;;;;46;46
57540.3516;10928.1;10930.2;;;;46;46
57600.3164;10934.6;10936.8;;;;46;46
57660.5039;10943.1;;;;;46;46
57720.3594;10944;98.9974;;;;46;46
57780.5117;10930.6;;;;;45;45
57840.4687;10944.2;76.2752;;;;45;45
57900.6875;10946.1;;;;;45;45
57960.5586;10949.3;76.4902;;;;45;45
58020.707;10924.8;;;;;45;45
58080.7422;10948.4;;;;;44;44
58140.7773;10947.1;78.716;;;;44;44
58200.9531;10928.7;95.6583;;;;45;45
58260.8828;10948.5;76.3609;;;;44;44
58320.9453;10950.3;95.7178;;;;44;44
58381.1055;10982.7;64.2085;;;;44;44
58441.1211;10939.6;62.1945;;;;44;44
58501.0703;10941.2;97.9647;;;;43;43
58561.0781;10942.5;64.3891;;;;43;43
58621.2852;10940.5;77.4749;;;;43;43
58681.3008;10940.8;77.7055;;;;43;43
58741.2812;10933.2;;;;;43;43
58801.3633;10933.5;;;;;43;43
58861.4766;10947.3;10935.2;;;;43;43
58921.4648;10948.5;10936.1;;;;42;42
58981.5352;10939.3;;;;;42;42
59041.5937;10948.3;;;;;42;42
59101.5625;10948;10936.8;78.9828;;;42;42
59161.6289;10955.5;;;;;41;41
59221.7031;10954.8;1541.21;10944.3;;;42;42
59281.7695;10956.6;10946.1;78.5167;;;42;42
59341.8711;10941.7;;;;;42;42
59401.9922;10958.1;74.5758;;;;41;41
59461.9727;10955.1;77.8332;;;;41;41
59522.0625;10946.5;76.2968;;;;41;41
59581.9883;10945.6;93.9918;;;;41;41
59642.0781;10961.6;97.8715;;;;40;40
59702.2305;10946;99.3423;;;;40;40
59762.1602;10962.4;10951.2;73.502;;;41;41
59822.168;10937.4;;;;;40;40
59882.3516;10946.9;75.363;1526.48;;;40;40
59942.3477;10951.7;64.0249;;;;40;40
60002.3398;10952.7;63.8091;;;;40;40
60062.5391;10953.5;63.567;;;;40;40
60122.5273;10956.8;63.7478;;;;39;39
60182.4961;10951.5;63.3196;;;;39;39
60242.6836;10952.6;63.0402;;;;39;39
60302.7227;10957.3;63.259;;;;39;39
60362.707;10957.7;62.4895;;;;39;39
60422.7305;10971.5;63.0435;;;;39;39
60482.8945;10951.1;79.8189;;;;39;39
60542.9219;10952.2;97.9809;;;;38;38
60602.9531;10954.5;97.5259;10955.9;;;38;38
60662.9766;10954.1;98.2584;;;;38;38
60722.9258;10964;63.0106;;;;38;38
60783.0039;10951.8;74.0582;;;;38;38
60843.0898;10968.1;74.175;10966.4;2236.33;;38;38
60903.1211;10968.7;;;;;38;38
60963.2695;10965.9;77.3118;;;;38;38
61023.3516;10962.7;76.3147;10949;2254.4;;38;38
61083.3477;10959.7;74.6275;;;;37;37
61143.2852;10948.4;80.6725;2236.11;;;37;37
61203.457;10957.9;76.4898;;;;37;37
61263.4805;10945.8;;;;;37;37
61323.4531;10963.1;74.9884;;;;37;37
61383.6445;10959;77.6618;;;;37;37
61443.6367;10957.6;;;;;36;36
61503.6406;10973.2;61.54;;;;36;36
61563.6406;10958.6;95.3033;1531;;;37;37
61623.8594;10946.7;95.6938;;;;36;36
61683.8672;10960.5;75.376;;;;36;36
61743.8437;10961.7;73.8358;;;;36;36
61803.8633;10944.5;74.8226;;;;36;36
61863.8555;10953.5;;;;;36;36
61924.0312;10961.1;;;;;36;36
61984.0742;10943.4;95.9159;;;;35;35
62044.0234;10946.5;2233.93;;;;35;35
62104.2187;10959.7;10947.9;;;;35;35
62164.2461;10955.1;;;;;35;35
62224.1992;10955.5;80.9486;;;;35;35
62284.207;10930.7;10932.5;;;;35;35
62344.3906;10936;;;;;35;35
62404.4336;10936.3;;;;;35;35
62464.4297;10929.2;;;;;35;35
62524.4062;10956.7;;;;;35;35
62584.5898;10942.6;;;;;34;34
62644.5859;10938.1;;;;;34;34
62704.5898;10959.2;79.59;;;;35;35
62764.7773;10964.1;95.0782;;;;34;34
62824.7969;10959.9;;;;;34;34
62884.8789;10958.2;78.3386;;;;34;34
62944.8359;10962.9;93.5667;;;;34;34
63004.9102;10955.1;;;;;34;34
63064.9219;10954;75.1904;10955.4;;;34;34
63124.9609;10958.9;94.9825;;;;34;34
63185.0703;10963.6;75.9953;;;;34;34
63245.1016;10965.7;;;;;34;34
63305.1328;10945.7;2228.89;;;;34;34
63365.2969;10954;71.4419;;;;33;33
63425.3398;10953.3;79.1254;;;;33;33
63485.3398;10950.3;94.7517;;;;33;33
63545.2969;10962;62.5875;;;;33;33
63605.3398;10962.8;58.0696;;;;33;33
63665.5039;10963;2210.52;;;;33;33
63725.5508;10950;10951.2;10952.3;;;33;33
63785.5234;10958.5;2208.18;;;;33;33
63845.6875;10956.8;;;;;33;33
63905.6836;10956.3;61.4421;;;;33;33
63965.6992;10959.6;82.8635;;;;33;33
64025.7148;10949;;;;;32;32
64085.8906;10961.5;;;;;32;32
64145.9219;10954.9;;;;;32;32
64205.8984;10949.4;74.0459;;;;32;32
64266.0391;10952.2;96.7442;2216.28;10953.7;;32;32
64326.0547;10953.2;70.096;2213.69;;;32;32
64386.0273;10960.5;;;;;32;32
64446.2031;10960.8;62.1709;;;;32;32
64506.1992;10955.1;76.2725;;;;32;32
64566.1914;10955.6;77.4368;;;;32;32
64626.2031;10953.7;97.476;;;;32;32
64686.2266;10954.3;;;;;32;32
64746.3008;10957.1;96.9213;;;;31;31
64806.4727;10965.8;2230.09;;;;31;31
64866.5352;10954.7;;;;;31;31
64926.5352;10960;;;;;31;31
64986.5117;10950;;;;;31;31
65046.6914;10953.4;;;;;31;31
65106.668;10958.3;2233.81;;;;31;31
65166.6641;10955.9;78.1586;;;;31;31
65226.6602;10955.1;2228.71;;;;31;31
65286.8281;10959.4;;;;;31;31
65346.8711;10957.7;;;;;31;31
65406.832;10959;;;;;31;31
65466.9805;10952.9;78.0107;;;;31;31
65526.9102;10952.7;2224.64;;;;30;30
65587.125;10954.7;;;;;30;30
65647.1094;10953.1;;;;;30;30
65707.0937;10949.1;;;;;30;30
65767.2891;10938.8;8397.32;;;;30;30
65827.3203;10943.7;;;;;30;30
65887.2891;10963.1;83.7871;2226.85;;;30;30
65947.375;10964.5;2228.21;;;;30;30
66007.4375;10951.2;;;;;30;30
66067.375;10946.2;2245.54;;;;30;30
66127.5078;10955.9;;;;;30;30
66187.4531;10950;;;;;30;30
66247.6094;10944.1;2206.68;;;;30;30
66307.6484;10949.5;;;;;30;30
66367.6875;10944.8;;;;;29;29
66427.6719;10951.4;;;;;30;30
66487.8828;10946.6;;;;;30;30
66547.8828;10951;;;;;29;29
66607.8047;10966.1;10968.1;2205.02;;;29;29
66667.9766;10966;2237.17;;;;29;29
66727.9219;10950.7;8469.44;;;;30;30
66788.0781;10949;;;;;29;29
66848.0937;10947.6;;;;;29;29
66908.0937;10951.9;2247.79;;;;29;29
66968.2734;10953.4;2221.74;;;;29;29
67028.2734;10952.7;;;;;29;29
67088.2734;10958.6;;;;;29;29
67148.2891;10952.3;74.2827;1541.57;;;29;29
67208.4453;10947.8;;;;;29;29
67268.4609;10936.5;;;;;29;29
67328.4531;10955.3;82.3484;2231.94;;;29;29
67388.6328;10946.6;2224.62;;;;29;29
67448.6016;10957;;;;;28;28
67508.6016;10938.8;93.9469;;;;29;29
67568.7734;10950.9;;;;;29;29
67628.7969;10959.7;;;;;28;28
67688.7656;10939.9;72.5899;;;;29;29
67748.9062;10960;2237.34;;;;28;28
67808.9531;10953.4;2241.07;;;;28;28
67868.9375;10953.5;;;;;28;28
67928.9375;10951.3;;;;;28;28
67989.125;10954.2;2236.67;;;;28;28
68049.1172;10945.4;2224.95;;;;28;28
68109.1719;10959;2216.05;;;;28;28
68169.1797;10960.9;93.6096;2220.47;;;28;28
68229.1797;10954.8;;;;;28;28
68289.3516;10955.1;;;;;28;28
68349.3594;10949;2222.14;;;;28;28
68409.3594;10948.3;2214.9;;;;28;28
68469.5547;10948.8;2214.82;;;;28;28
68529.5625;10956.5;2230.28;;;;27;27
68589.5469;10951.1;;;;;27;27
68649.6953;10949.8;2221.06;;;;27;27
68709.7109;10948.5;2242.29;;;;28;28
68769.7187;10945.2;2234.62;;;;27;27
68829.7109;10949.5;2218.96;;;;27;27
68889.7266;10952.5;;;;;27;27
68949.8906;10940;;;;;27;27
69009.9219;10944.4;2247.57;;;;27;27
69069.9062;10949.8;2242.17;;;;27;27
69130.0937;10953.3;;;;;27;27
69190.1016;10945.9;;;;;27;27
69250.0234;10953.6;2238.1;;;;27;27
69310.2187;10948.3;;;;;27;27
69370.2109;10960.7;;;;;27;27
69430.2266;10952.5;2223.86;;;;27;27
69490.2422;10951.9;2239.35;;;;27;27
69550.3359;10947.8;;;;;27;27
69610.4844;10949.2;2252.64;;;;26;26
69670.4297;10947.9;10961.1;;;;26;26
69730.5391;10952;2224.45;;;;27;27
69790.6406;10953.4;2231.65;;;;27;27
69850.5547;10952.6;2242.96;;;;26;26
69910.7344;10954.1;2236.55;;;;26;26
69970.7031;10953.1;2240.62;;;;26;26
70030.7031;10956;2242.75;;;;26;26
70090.9062;10949.5;2220.39;;;;26;26
70150.9141;10948.6;2235.56;;;;26;26
70210.8906;10952.1;2227.93;;;;26;26
70270.8594;10964;2244.4;;;;26;26
70331.0469;10956;2223.66;;;;26;26
70391.0625;10956.7;;;;;26;26
70451.0156;10952;79.301;2228.43;;;26;26
70511.2187;10955.9;77.2208;2231.74;;;26;26
70571.1953;10951.3;10963.8;2237.74;;;26;26
70631.3281;10952.4;2227.1;;;;26;26
70691.3281;10953.3;2229.94;;;;26;26
70751.3047;10957.9;2228.95;;;;26;26
70811.4766;10951.4;2225.63;;;;26;26
70871.5156;10950.4;2237.94;;;;26;26
70931.4844;10947.2;;;;;26;26
70991.4844;10944.8;;;;;26;26
71051.6562;10952.5;2238.25;;;;26;26
71111.6641;10946.1;;;;;26;26
71171.6406;10946.9;2221.49;;;;26;26
71231.8281;10951.7;2233.81;;;;26;26
71291.8437;10947.4;;;;;25;25
71351.875;10952.2;2239.68;;;;26;26
71411.9062;10953.6;2227.33;;;;26;26
71471.9141;10956.5;2231.45;;;;26;26
71531.9062;10956.2;2239.67;;;;26;26
